"","Gene","Gene_id","Disease","Disease_id","Score_gda","Association_Type"
"20943","AFG3L2",10939,"Dystonia","C0013421",0.4,"Biomarker"
"20945","CACNA1E",777,"Dystonia","C0013421",0.4,"Biomarker"
"20946","ADCY5",111,"Dystonia","C0013421",0.47,"Biomarker"
"20949","ANO3",63982,"Dystonia","C0013421",0.36,"Biomarker"
"20952","SLC19A3",80704,"Dystonia","C0013421",0.41,"Biomarker"
"20954","RNASEH2C",84153,"Dystonia","C0013421",0.4,"Biomarker"
"20955","ARSA",410,"Dystonia","C0013421",0.4,"Biomarker"
"20956","C19orf12",83636,"Dystonia","C0013421",0.41,"Biomarker"
"20957","SLC46A1",113235,"Dystonia","C0013421",0.3,"Biomarker"
"20963","PDGFRB",5159,"Dystonia","C0013421",0.4,"Biomarker"
"20964","PNPT1",87178,"Dystonia","C0013421",0.4,"Biomarker"
"20966","ERCC6",2074,"Dystonia","C0013421",0.3,"Biomarker"
"20967","CHRNA4",1137,"Dystonia","C0013421",0.3,"Biomarker"
"20970","GTPBP2",54676,"Dystonia","C0013421",0.4,"Biomarker"
"20973","SDHAF1",644096,"Dystonia","C0013421",0.4,"Biomarker"
"20986","SLC30A10",55532,"Dystonia","C0013421",0.45,"Biomarker"
"20987","MYORG",57462,"Dystonia","C0013421",0.4,"Biomarker"
"20989","RNASEH2A",10535,"Dystonia","C0013421",0.4,"Biomarker"
"20993","MR1",3140,"Dystonia","C0013421",0.3,"Biomarker"
"21001","GNAL",2774,"Dystonia","C0013421",0.4,"Biomarker"
"21009","SUOX",6821,"Dystonia","C0013421",0.3,"Biomarker"
"21015","VSX1",30813,"Empty Sella Syndrome","C0014008",0.3,"Biomarker"
"21016","FCER2",2208,"Encephalitis","C0014038",0.31,"Biomarker"
"21017","MKS1",54903,"Occipital Encephalocele","C0014067",0.4,"Biomarker"
"21018","DACT1",51339,"Occipital Encephalocele","C0014067",0.3,"GermlineCausalMutation"
"21021","MOG",4340,"Experimental Autoimmune Encephalomyelitis","C0014072",0.5,"Biomarker"
"21022","NFE2L2",4780,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Biomarker"
"21023","SIRT1",23411,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Therapeutic"
"21025","FOXO3",2309,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Biomarker"
"21027","PLP1",5354,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Biomarker"
"21028","MBP",4155,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Biomarker"
"21029","EPO",2056,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Therapeutic"
"21035","CBLB",868,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Biomarker"
"21039","PPARA",5465,"Experimental Autoimmune Encephalomyelitis","C0014072",0.3,"Biomarker"
"21043","STX1B",112755,"Epilepsy","C0014544",0.34,"Biomarker"
"21044","SLC35A2",7355,"Epilepsy","C0014544",0.34,"Biomarker"
"21045","DNM1",1759,"Epilepsy","C0014544",0.33,"Biomarker"
"21046","PCDH12",51294,"Epilepsy","C0014544",0.31,"Biomarker"
"21047","PIGH",5283,"Epilepsy","C0014544",0.31,"Biomarker"
"21048","EARS2",124454,"Epilepsy","C0014544",0.3,"Biomarker"
"21049","EIF2S3",1968,"Epilepsy","C0014544",0.31,"Biomarker"
"21050","OPRD1",4985,"Epilepsy","C0014544",0.3,"Biomarker"
"21051","CACNB4",785,"Epilepsy","C0014544",0.32,"Biomarker"
"21052","HCN1",348980,"Epilepsy","C0014544",0.4,"Biomarker"
"21053","AKT1",207,"Epilepsy","C0014544",0.36,"Therapeutic"
"21054","POMC",5443,"Epilepsy","C0014544",0.35,"Therapeutic"
"21055","SCN2A",6326,"Epilepsy","C0014544",0.5,"Biomarker"
"21056","MECP2",4204,"Epilepsy","C0014544",0.4,"Biomarker"
"21057","GNAO1",2775,"Epilepsy","C0014544",0.37,"Biomarker"
"21060","NEXMIF",340533,"Epilepsy","C0014544",0.33,"Biomarker"
"21061","KCNH1",3756,"Epilepsy","C0014544",0.34,"Biomarker"
"21062","EIF2A",83939,"Epilepsy","C0014544",0.3,"Biomarker"
"21064","NPY2R",4887,"Epilepsy","C0014544",0.31,"Therapeutic"
"21065","SLC12A5",57468,"Epilepsy","C0014544",0.6,"Biomarker"
"21067","GABRG2",2566,"Epilepsy","C0014544",0.4,"Biomarker"
"21068","ANKRD11",29123,"Epilepsy","C0014544",0.3,"Biomarker"
"21070","SELENOW",6415,"Epilepsy","C0014544",0.3,"Biomarker"
"21072","SLC5A6",8884,"Epilepsy","C0014544",0.3,"Biomarker"
"21073","ZDHHC9",51114,"Epilepsy","C0014544",0.31,"Biomarker"
"21075","SCN9A",6335,"Epilepsy","C0014544",0.36,"Biomarker"
"21076","KCNAB2",8514,"Epilepsy","C0014544",0.31,"Biomarker"
"21077","KCND2",3751,"Epilepsy","C0014544",0.31,"Biomarker"
"21079","FOLR1",2348,"Epilepsy","C0014544",0.3,"Biomarker"
"21080","SNAP25",6616,"Epilepsy","C0014544",0.3,"Biomarker"
"21081","FLNA",2316,"Epilepsy","C0014544",0.34,"Biomarker"
"21082","L2HGDH",79944,"Epilepsy","C0014544",0.3,"Biomarker"
"21083","KCNH5",27133,"Epilepsy","C0014544",0.31,"Biomarker"
"21085","SPARCL1",8404,"Epilepsy","C0014544",0.3,"Biomarker"
"21087","MEF2C",4208,"Epilepsy","C0014544",0.37,"Biomarker"
"21088","WDR45",11152,"Epilepsy","C0014544",0.33,"Biomarker"
"21089","RARS2",57038,"Epilepsy","C0014544",0.31,"Biomarker"
"21090","ABCB1",5243,"Epilepsy","C0014544",0.6,"Biomarker"
"21091","TSC1",7248,"Epilepsy","C0014544",0.4,"Biomarker"
"21092","P2RX4",5025,"Epilepsy","C0014544",0.3,"Biomarker"
"21093","PCDH19",57526,"Epilepsy","C0014544",0.6,"Biomarker"
"21094","VDAC1",7416,"Epilepsy","C0014544",0.3,"Biomarker"
"21095","CHD2",1106,"Epilepsy","C0014544",0.4,"Biomarker"
"21097","TANC2",26115,"Epilepsy","C0014544",0.3,"Biomarker"
"21098","OPRM1",4988,"Epilepsy","C0014544",0.3,"Biomarker"
"21099","ERN1",2081,"Epilepsy","C0014544",0.3,"Biomarker"
"21100","SLC1A2",6506,"Epilepsy","C0014544",0.4,"Biomarker"
"21101","KCNT2",343450,"Epilepsy","C0014544",0.3,"Biomarker"
"21102","GRIN2A",2903,"Epilepsy","C0014544",0.4,"Biomarker"
"21103","IQSEC2",23096,"Epilepsy","C0014544",0.37,"Biomarker"
"21104","GRM1",2911,"Epilepsy","C0014544",0.34,"Biomarker"
"21106","ASTN1",460,"Epilepsy","C0014544",0.3,"Biomarker"
"21107","FGFR3",2261,"Epilepsy","C0014544",0.32,"Biomarker"
"21108","KDM5C",8242,"Epilepsy","C0014544",0.33,"Biomarker"
"21109","GABRB2",2561,"Epilepsy","C0014544",0.34,"Biomarker"
"21110","LMAN2L",81562,"Epilepsy","C0014544",0.31,"Biomarker"
"21111","SYNGAP1",8831,"Epilepsy","C0014544",0.38,"Biomarker"
"21112","AUTS2",26053,"Epilepsy","C0014544",0.3,"Biomarker"
"21113","GRIN2B",2904,"Epilepsy","C0014544",0.65,"Biomarker"
"21116","KCNQ2",3785,"Epilepsy","C0014544",0.4,"Biomarker"
"21117","AGMO",392636,"Epilepsy","C0014544",0.3,"Biomarker"
"21118","HNRNPU",3192,"Epilepsy","C0014544",0.33,"Biomarker"
"21119","TXNRD1",7296,"Epilepsy","C0014544",0.3,"Biomarker"
"21120","SCN1A",6323,"Epilepsy","C0014544",0.5,"Biomarker"
"21121","CHRM1",1128,"Epilepsy","C0014544",0.3,"Biomarker"
"21122","VDAC2",7417,"Epilepsy","C0014544",0.3,"Biomarker"
"21124","STXBP1",6812,"Epilepsy","C0014544",0.4,"Biomarker"
"21125","GABRB3",2562,"Epilepsy","C0014544",0.39,"Biomarker"
"21126","SCN8A",6334,"Epilepsy","C0014544",0.9,"Biomarker"
"21127","SLC1A1",6505,"Epilepsy","C0014544",0.35,"Biomarker"
"21128","SLC1A3",6507,"Epilepsy","C0014544",0.32,"Biomarker"
"21130","ILK",3611,"Epilepsy","C0014544",0.3,"Therapeutic"
"21133","PURA",5813,"Epilepsy","C0014544",0.31,"Biomarker"
"21134","EEF1A2",1917,"Epilepsy","C0014544",0.33,"Biomarker"
"21137","ACTG1",71,"Epilepsy","C0014544",0.3,"Biomarker"
"21138","GLUD1",2746,"Epilepsy","C0014544",0.31,"Biomarker"
"21139","P2RX2",22953,"Epilepsy","C0014544",0.3,"Biomarker"
"21140","FOS",2353,"Epilepsy","C0014544",0.31,"Biomarker"
"21141","RAB39B",116442,"Epilepsy","C0014544",0.31,"Biomarker"
"21143","FOSB",2354,"Epilepsy","C0014544",0.31,"Biomarker"
"21145","ALB",213,"Epilepsy","C0014544",0.34,"Biomarker"
"21146","DDX3X",1654,"Epilepsy","C0014544",0.31,"Biomarker"
"21147","GFAP",2670,"Epilepsy","C0014544",0.4,"Biomarker"
"21148","TSC2",7249,"Epilepsy","C0014544",0.4,"Biomarker"
"21150","TGFB1",7040,"Epilepsy","C0014544",0.33,"Biomarker"
"21151","SLC6A1",6529,"Epilepsy","C0014544",0.56,"Biomarker"
"21158","CERT1",10087,"Epilepsy","C0014544",0.3,"Biomarker"
"21161","SMC1A",8243,"Epilepsy","C0014544",0.37,"Biomarker"
"21164","STAMBP",10617,"Epilepsy","C0014544",0.31,"Biomarker"
"21165","PRRT2",112476,"Epilepsy","C0014544",0.4,"Biomarker"
"21168","PIGQ",9091,"Epilepsy","C0014544",0.3,"Biomarker"
"21170","SLC12A2",6558,"Epilepsy","C0014544",0.36,"Biomarker"
"21173","DYRK1A",1859,"Epilepsy","C0014544",0.31,"Biomarker"
"21175","SLC4A10",57282,"Epilepsy","C0014544",0.32,"Therapeutic"
"21176","FOXG1",2290,"Epilepsy","C0014544",0.36,"Biomarker"
"21178","ALG13",79868,"Epilepsy","C0014544",0.31,"Biomarker"
"21180","CNTNAP2",26047,"Epilepsy","C0014544",0.4,"Biomarker"
"21181","CHRM2",1129,"Epilepsy","C0014544",0.31,"Biomarker"
"21182","NPY",4852,"Epilepsy","C0014544",0.4,"Therapeutic"
"21184","ARID1B",57492,"Epilepsy","C0014544",0.3,"Biomarker"
"21185","CACNA2D2",9254,"Epilepsy","C0014544",0.5,"Biomarker"
"21186","GPX1",2876,"Epilepsy","C0014544",0.31,"Biomarker"
"21189","UBE3A",7337,"Epilepsy","C0014544",0.35,"Biomarker"
"21192","POLG",5428,"Epilepsy","C0014544",0.4,"Biomarker"
"21195","SETD1A",9739,"Epilepsy","C0014544",0.3,"Biomarker"
"21196","ADRA2A",150,"Epilepsy","C0014544",0.3,"Therapeutic"
"21198","CDKL5",6792,"Epilepsy","C0014544",0.4,"Biomarker"
"21200","ASXL3",80816,"Epilepsy","C0014544",0.3,"Biomarker"
"21201","BDNF",627,"Epilepsy","C0014544",0.4,"Biomarker"
"21202","KCNT1",57582,"Epilepsies, Partial","C0014547",0.33,"Biomarker"
"21203","SCN3A",6328,"Epilepsies, Partial","C0014547",0.32,"Biomarker"
"21204","FGFR3",2261,"Epilepsies, Partial","C0014547",0.31,"Biomarker"
"21205","CLPB",81570,"Epilepsy, Generalized","C0014548",0.3,"Biomarker"
"21206","CACNA1H",8912,"Epilepsy, Generalized","C0014548",0.36,"Biomarker"
"21207","CACNB4",785,"Epilepsy, Generalized","C0014548",0.3,"Biomarker"
"21208","CHRNA7",1139,"Epilepsy, Generalized","C0014548",0.32,"Biomarker"
"21211","SCN1A",6323,"Epilepsy, Generalized","C0014548",0.5,"Biomarker"
"21212","JRK",8629,"Epilepsy, Generalized","C0014548",0.3,"Biomarker"
"21216","POMC",5443,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21217","FGF2",2247,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21218","BDNF",627,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21219","OXT",5020,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21220","NES",10763,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21221","BCHE",590,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21222","HBEGF",1839,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21223","NTF3",4908,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21224","NGF",4803,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21226","CYP2D6",1565,"Tonic-Clonic Epilepsy","C0014549",0.3,"Biomarker"
"21227","SAMD12",401474,"Myoclonic Epilepsy","C0014550",0.3,"Biomarker"
"21228","TNRC6A",27327,"Myoclonic Epilepsy","C0014550",0.3,"Biomarker"
"21229","SCN1A",6323,"Myoclonic Epilepsy","C0014550",0.4,"Biomarker"
"21230","SCN9A",6335,"Myoclonic Epilepsy","C0014550",0.3,"Biomarker"
"21231","POMC",5443,"Myoclonic Epilepsy","C0014550",0.3,"Therapeutic"
"21232","STXBP1",6812,"Myoclonic Epilepsy","C0014550",0.31,"Biomarker"
"21233","PMP22",5376,"Myoclonic Epilepsy","C0014550",0.3,"Biomarker"
"21234","HEXB",3074,"Myoclonic Epilepsy","C0014550",0.3,"Biomarker"
"21235","RAPGEF2",9693,"Myoclonic Epilepsy","C0014550",0.3,"Biomarker"
"21236","CACNA1A",773,"Absence Epilepsy","C0014553",0.76,"Biomarker"
"21237","CACNA2D2",9254,"Absence Epilepsy","C0014553",0.51,"Biomarker"
"21238","JRK",8629,"Absence Epilepsy","C0014553",0.42,"Biomarker"
"21240","GABRB3",2562,"Absence Epilepsy","C0014553",0.5,"Biomarker"
"21241","CACNA1H",8912,"Absence Epilepsy","C0014553",0.5,"Biomarker"
"21242","KCNK9",51305,"Absence Epilepsy","C0014553",0.31,"Biomarker"
"21244","EFHC1",114327,"Absence Epilepsy","C0014553",0.31,"Biomarker"
"21245","TRPV1",7442,"Epilepsy, Temporal Lobe","C0014556",0.31,"Biomarker"
"21246","P2RX4",5025,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21247","GRM3",2913,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21248","KCNC4",3749,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21249","SLC12A2",6558,"Epilepsy, Temporal Lobe","C0014556",0.31,"Biomarker"
"21250","GRM4",2914,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21251","VDR",7421,"Epilepsy, Temporal Lobe","C0014556",0.32,"Biomarker"
"21252","P2RX7",5027,"Epilepsy, Temporal Lobe","C0014556",0.32,"Biomarker"
"21253","SLIT2",9353,"Epilepsy, Temporal Lobe","C0014556",0.31,"Biomarker"
"21254","KDR",3791,"Epilepsy, Temporal Lobe","C0014556",0.31,"Biomarker"
"21255","VEGFA",7422,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21257","BDKRB2",624,"Epilepsy, Temporal Lobe","C0014556",0.3,"Therapeutic"
"21258","GRM2",2912,"Epilepsy, Temporal Lobe","C0014556",0.31,"Biomarker"
"21259","TEK",7010,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21260","NPY",4852,"Epilepsy, Temporal Lobe","C0014556",0.35,"Therapeutic"
"21261","NPY2R",4887,"Epilepsy, Temporal Lobe","C0014556",0.31,"Therapeutic"
"21262","CNR1",1268,"Epilepsy, Temporal Lobe","C0014556",0.3,"Therapeutic"
"21263","GRM5",2915,"Epilepsy, Temporal Lobe","C0014556",0.33,"Biomarker"
"21264","GRM1",2911,"Epilepsy, Temporal Lobe","C0014556",0.52,"Biomarker"
"21265","COX3",4514,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21266","SLC12A5",57468,"Epilepsy, Temporal Lobe","C0014556",0.33,"Biomarker"
"21267","BDKRB1",623,"Epilepsy, Temporal Lobe","C0014556",0.3,"Biomarker"
"21268","SLC1A1",6505,"Epilepsy, Temporal Lobe","C0014556",0.31,"Biomarker"
"21269","KDR",3791,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21270","SLC1A1",6505,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21271","SLC12A5",57468,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21272","P2RX7",5027,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21273","VDR",7421,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21274","GRM5",2915,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21275","BDKRB1",623,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21276","NPY2R",4887,"Uncinate Epilepsy","C0014558",0.3,"Therapeutic"
"21277","COX3",4514,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21278","TRPV1",7442,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21279","CNR1",1268,"Uncinate Epilepsy","C0014558",0.3,"Therapeutic"
"21280","VEGFA",7422,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21281","GRM4",2914,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21282","SLIT2",9353,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21284","SLC12A2",6558,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21285","TEK",7010,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21286","P2RX4",5025,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21287","GRM1",2911,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21288","GRM3",2913,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21289","KCNC4",3749,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21290","GRM2",2912,"Uncinate Epilepsy","C0014558",0.3,"Biomarker"
"21291","NPY",4852,"Uncinate Epilepsy","C0014558",0.3,"Therapeutic"
"21292","BDKRB2",624,"Uncinate Epilepsy","C0014558",0.3,"Therapeutic"
"21293","PDE8B",8622,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21294","PDGFB",5155,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21295","DRD3",1814,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21296","XPR1",9213,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21297","PRL",5617,"Extrapyramidal Disorders","C0015371",0.32,"Biomarker"
"21298","MICU1",10367,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21299","DRD2",1813,"Extrapyramidal Disorders","C0015371",0.31,"Biomarker"
"21302","PDGFRB",5159,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21303","SLC19A3",80704,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21304","CYP2D6",1565,"Extrapyramidal Disorders","C0015371",0.31,"Biomarker"
"21305","HTR2A",3356,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21308","SLC20A2",6575,"Extrapyramidal Disorders","C0015371",0.3,"Biomarker"
"21309","POMC",5443,"Facial paralysis","C0015469",0.3,"Therapeutic"
"21310","BCHE",590,"Muscular fasciculation","C0015644",0.31,"Biomarker"
"21311","SLC52A3",113278,"Fazio-Londe Syndrome","C0015708",0.51,"Biomarker"
"21314","INS",3630,"Formication","C0016579",0.3,"Biomarker"
"21315","PMP22",5376,"Formication","C0016579",0.3,"Biomarker"
"21316","FMR1",2332,"Fragile X Syndrome","C0016667",1,"GeneticVariation"
"21318","FMR1",2332,"Fragile X Syndrome","C0016667",1,"Biomarker"
"21350","AFF2",2334,"Fragile X Syndrome","C0016667",0.34,"Biomarker"
"21352","APP",351,"Fragile X Syndrome","C0016667",0.37,"Therapeutic"
"21361","FXN",2395,"Friedreich Ataxia","C0016719",0.9,"Biomarker"
"21367","FXN",2395,"Friedreich Ataxia","C0016719",0.9,"GermlineCausalMutation"
"21380","FUCA1",2517,"Fucosidase Deficiency Disease","C0016788",1,"Biomarker"
"21384","FUCA1",2517,"Fucosidase Deficiency Disease","C0016788",1,"GeneticVariation"
"21385","FUCA1",2517,"Fucosidase Deficiency Disease","C0016788",1,"GermlineCausalMutation"
"21391","GALK1",2584,"Galactosemias","C0016952",0.4,"Biomarker"
"21392","GALE",2582,"Galactosemias","C0016952",0.4,"Biomarker"
"21393","GALT",2592,"Galactosemias","C0016952",0.8,"Biomarker"
"21396","GBA",2629,"Gaucher Disease","C0017205",0.9,"Biomarker"
"21403","SNCA",6622,"Gaucher Disease","C0017205",0.4,"Biomarker"
"21406","ACE",1636,"Gaucher Disease","C0017205",0.32,"Biomarker"
"21407","CHIT1",1118,"Gaucher Disease","C0017205",0.4,"Biomarker"
"21409","CHRNA7",1139,"Generalized Nonconvulsive Seizure Disorder","C0017332",0.3,"Biomarker"
"21410","CACNB4",785,"Generalized Nonconvulsive Seizure Disorder","C0017332",0.3,"Biomarker"
"21411","SCN1A",6323,"Generalized Nonconvulsive Seizure Disorder","C0017332",0.3,"Biomarker"
"21412","JRK",8629,"Generalized Nonconvulsive Seizure Disorder","C0017332",0.3,"Biomarker"
"21413","PRNP",5621,"Gerstmann-Straussler-Scheinker Disease","C0017495",1,"Biomarker"
"21414","PRNP",5621,"Gerstmann-Straussler-Scheinker Disease","C0017495",1,"GeneticVariation"
"21429","TNNT2",7139,"Glycogen storage disease type II","C0017921",0.3,"Biomarker"
"21430","GAA",2548,"Glycogen storage disease type II","C0017921",1,"GeneticVariation"
"21434","GAA",2548,"Glycogen storage disease type II","C0017921",1,"Biomarker"
"21436","GAA",2548,"Glycogen storage disease type II","C0017921",1,"Therapeutic"
"21501","PFKM",5213,"Glycogen Storage Disease Type VII","C0017926",0.94,"Biomarker"
"21504","PFKM",5213,"Glycogen Storage Disease Type VII","C0017926",0.94,"GeneticVariation"
"21505","PFKM",5213,"Glycogen Storage Disease Type VII","C0017926",0.94,"GermlineCausalMutation"
"21516","PMP22",5376,"Guillain-Barre Syndrome","C0018378",0.33,"Biomarker"
"21517","PANK2",80025,"Hallervorden-Spatz Syndrome","C0018523",0.8,"GeneticVariation"
"21520","PANK2",80025,"Hallervorden-Spatz Syndrome","C0018523",0.8,"Biomarker"
"21529","SLC6A19",340024,"Hartnup Disease","C0018609",1,"GeneticVariation"
"21530","SLC6A19",340024,"Hartnup Disease","C0018609",1,"Biomarker"
"21531","SLC6A19",340024,"Hartnup Disease","C0018609",1,"GermlineCausalMutation"
"21539","EYA1",2138,"Conductive hearing loss","C0018777",0.41,"Biomarker"
"21540","MIR381",494330,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21541","MIR339",442907,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21542","MIR10A",406902,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21543","MIR532",693124,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21544","MIR186",406962,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21545","KCNE1",3753,"Noise-induced hearing loss","C0018781",0.31,"Biomarker"
"21546","MIR30E",407034,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21547","TAOK1",57551,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21548","MIR331",442903,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21549","KCNQ1",3784,"Noise-induced hearing loss","C0018781",0.31,"Biomarker"
"21550","MIR30D",407033,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21551","MIR99B",407056,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21552","MIR325",442899,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21553","KCNQ4",9132,"Noise-induced hearing loss","C0018781",0.31,"Biomarker"
"21554","OGG1",4968,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21555","MIR190B",100126346,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21556","MIR429",554210,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21557","MIR130B",406920,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21558","MIR107",406901,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21559","MIR200C",406985,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21560","MIR183",406959,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21561","MIR146B",574447,"Noise-induced hearing loss","C0018781",0.3,"Biomarker"
"21562","GLIS3",169792,"Sensorineural Hearing Loss (disorder)","C0018784",0.3,"Biomarker"
"21563","SLC26A4",5172,"Sensorineural Hearing Loss (disorder)","C0018784",0.7,"Biomarker"
"21564","GJB2",2706,"Sensorineural Hearing Loss (disorder)","C0018784",0.7,"Biomarker"
"21565","EIF3F",8665,"Sensorineural Hearing Loss (disorder)","C0018784",0.3,"Biomarker"
"21566","ABHD12",26090,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21567","YME1L1",10730,"Sensorineural Hearing Loss (disorder)","C0018784",0.3,"Biomarker"
"21568","COL2A1",1280,"Sensorineural Hearing Loss (disorder)","C0018784",0.42,"Biomarker"
"21569","TMC1",117531,"Sensorineural Hearing Loss (disorder)","C0018784",0.44,"Biomarker"
"21570","ACTB",60,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21571","FGF3",2248,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21572","SOX2",6657,"Sensorineural Hearing Loss (disorder)","C0018784",0.41,"Biomarker"
"21573","IRX5",10265,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21574","MYH9",4627,"Sensorineural Hearing Loss (disorder)","C0018784",0.49,"Biomarker"
"21576","LRP2",4036,"Sensorineural Hearing Loss (disorder)","C0018784",0.41,"Biomarker"
"21577","FADD",8772,"Sensorineural Hearing Loss (disorder)","C0018784",0.3,"Biomarker"
"21578","LHX3",8022,"Sensorineural Hearing Loss (disorder)","C0018784",0.43,"Biomarker"
"21580","GJB3",2707,"Sensorineural Hearing Loss (disorder)","C0018784",0.45,"Biomarker"
"21581","DMXL2",23312,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21582","RNF13",11342,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21583","COL9A1",1297,"Sensorineural Hearing Loss (disorder)","C0018784",0.4,"Biomarker"
"21584","COL11A2",1302,"Sensorineural Hearing Loss (disorder)","C0018784",0.41,"Biomarker"
"21586","LRTOMT",220074,"Sensorineural Hearing Loss (disorder)","C0018784",0.3,"Biomarker"
"21592","RIPOR2",9750,"Sensorineural Hearing Loss (disorder)","C0018784",0.3,"Biomarker"
"21594","PLAT",5327,"Hematoma, Subdural","C0018946",0.3,"Biomarker"
"21595","TSEN34",79042,"Hemeralopia","C0018975",0.3,"Biomarker"
"21596","TTPA",7274,"Hemeralopia","C0018975",0.3,"Biomarker"
"21597","TSEN54",283989,"Hemeralopia","C0018975",0.3,"Biomarker"
"21598","CLN6",54982,"Hemeralopia","C0018975",0.3,"Biomarker"
"21599","ATXN7",6314,"Hemeralopia","C0018975",0.4,"Biomarker"
"21600","TSEN2",80746,"Hemeralopia","C0018975",0.3,"Biomarker"
"21601","CALCA",796,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21602","PRDM16",63976,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21603","LRP1",4035,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21604","ESR1",2099,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21605","FHL5",9457,"Hemicrania migraine","C0018984",0.3,"Biomarker"
